0.6274933 0 0.8007174|0.5890641|0.4867785|0.8901961 0.8901961 0.8901961 1|1 1 1 1|3||
0.6276817 0 0.8079844|0.5424074|0.4546947|0.9607843 0.9607843 0.9607843 1|1 1 1 1|3||
0.6256325 0 0.8154022|0.6033586|0.4880525|0.8509804 0.8509804 0.8509804 1|1 1 1 1|3||
0.6260252 0 0.8242333|0.6008215|0.4952755|0.6470588 0.6470588 0.6470588 1|1 1 1 1|3||
0.6250018 0 0.8327892|0.5213224|0.5372193|0.8705882 0.8705882 0.8705882 1|1 1 1 1|3||
0.62489 0 0.8426059|0.5044816|0.4857858|0.9372549 0.9372549 0.9372549 1|1 1 1 1|3||
0.6252729 0 0.8496478|0.5833625|0.5135944|0.6352941 0.6352941 0.6352941 1|1 1 1 1|3||
0.6250437 0 0.8592982|0.6149987|0.5248384|0.7254902 0.7254902 0.7254902 1|1 1 1 1|3||
0.6243573 0 0.867188|0.5419299|0.5475005|0.6666667 0.6666667 0.6666667 1|1 1 1 1|3||
0.623952 0 0.8749437|0.5696836|0.5379739|0.6980392 0.6980392 0.6980392 1|1 1 1 1|3||
0.6232001 0 0.8803784|0.5643991|0.5141616|0.6 0.6 0.6 1|1 1 1 1|3||
0.6226442 0 0.8837054|0.5284478|0.5267344|0.8666667 0.8666667 0.8666667 1|1 1 1 1|3||
0.1925063 0 0.7619551|0.5727991|0.4869636|0.8392157 0.8392157 0.8392157 1|1 1 1 1|2||
0.1885 0 0.7474898|0.5649223|0.4707941|0.7411765 0.7411765 0.7411765 1|1 1 1 1|2||
0.1862561 0 0.7286637|0.513764|0.5180914|0.9843137 0.9843137 0.9843137 1|1 1 1 1|2||
0.1845697 0 0.7063939|0.5302462|0.4785124|0.7254902 0.7254902 0.7254902 1|1 1 1 1|2||
0.1870831 0 0.6836583|0.5408633|0.519226|0.8078431 0.8078431 0.8078431 1|1 1 1 1|2||
0.1843475 0 0.6572105|0.6118789|0.5484524|0.8745098 0.8745098 0.8745098 1|1 1 1 1|2||
0.1832872 0 0.6298611|0.545616|0.5463143|0.7411765 0.7411765 0.7411765 1|1 1 1 1|2||
0.185518 0 0.5987061|0.6149155|0.5426923|0.7372549 0.7372549 0.7372549 1|1 1 1 1|2||
0.1831071 0 0.5728807|0.5265529|0.4645756|0.7529412 0.7529412 0.7529412 1|1 1 1 1|2||
0.830102 0 0.6071852|0.5397782|0.4905212|0.827451 0.827451 0.827451 1|1 1 1 1|0||
0.83223 0 0.6233375|0.5228737|0.4994421|0.6627451 0.6627451 0.6627451 1|1 1 1 1|0||
0.8334121 0 0.6363392|0.5874427|0.5202513|0.9333333 0.9333333 0.9333333 1|1 1 1 1|0||
0.8355446 0 0.6466802|0.5528312|0.4682164|0.6156863 0.6156863 0.6156863 1|1 1 1 1|0||
0.8375873 0 0.656543|0.5150338|0.4846053|0.9019608 0.9019608 0.9019608 1|1 1 1 1|0||
0.8361078 0 0.6659861|0.5061746|0.4689808|0.8745098 0.8745098 0.8745098 1|1 1 1 1|0||
0.8394753 0 0.6785397|0.5722431|0.5477657|0.8117647 0.8117647 0.8117647 1|1 1 1 1|0||
0.8378457 0 0.6925861|0.5584537|0.4997438|0.6352941 0.6352941 0.6352941 1|1 1 1 1|0||
0.8357607 0 0.7082017|0.5377728|0.4930493|0.8627451 0.8627451 0.8627451 1|1 1 1 1|0||
0.8290172 0 0.7196007|0.5943575|0.5191514|0.6784314 0.6784314 0.6784314 1|1 1 1 1|0||
0.830565 0 0.7323106|0.5700313|0.5305727|0.6117647 0.6117647 0.6117647 1|1 1 1 1|0||
0.8250995 0 0.7472906|0.5470054|0.4657328|0.9411765 0.9411765 0.9411765 1|1 1 1 1|0||
0.8255658 0 0.7591721|0.5305912|0.5129561|0.827451 0.827451 0.827451 1|1 1 1 1|0||
0.8524204 0 0.7468522|0.5503882|0.4960927|0.6392157 0.6392157 0.6392157 1|1 1 1 1|0||
0.8561217 0 0.7165086|0.5619429|0.5463244|0.7019608 0.7019608 0.7019608 1|1 1 1 1|0||
0.8576219 0 0.7342215|0.5892554|0.5365737|0.7019608 0.7019608 0.7019608 1|1 1 1 1|0||
0.8657392 0 0.7036842|0.5144835|0.4846739|0.9058824 0.9058824 0.9058824 1|1 1 1 1|0||
0.8669985 0 0.6730232|0.5805416|0.4864849|0.9529412 0.9529412 0.9529412 1|1 1 1 1|0||
0.866039 0 0.6265393|0.6053099|0.5072153|0.8745098 0.8745098 0.8745098 1|1 1 1 1|0||
0.8529124 0 0.5974579|0.5132776|0.5073426|0.8117647 0.8117647 0.8117647 1|1 1 1 1|0||
0.8564407 0 0.6294577|0.5206273|0.4723576|0.7058824 0.7058824 0.7058824 1|1 1 1 1|0||
0.8635903 0 0.6417035|0.6011564|0.4832765|0.9215686 0.9215686 0.9215686 1|1 1 1 1|0||
0.8659113 0 0.6507028|0.5731375|0.496219|0.7254902 0.7254902 0.7254902 1|1 1 1 1|0||
0.8640224 0 0.6612607|0.52935|0.5176715|0.8941177 0.8941177 0.8941177 1|1 1 1 1|0||
0.8629181 0 0.6736363|0.5507589|0.4876643|0.8901961 0.8901961 0.8901961 1|1 1 1 1|0||
0.8583002 0 0.6843439|0.5133005|0.506318|0.9960784 0.9960784 0.9960784 1|1 1 1 1|0||
0.8548639 0 0.7003288|0.5078533|0.5207139|0.8745098 0.8745098 0.8745098 1|1 1 1 1|0||
0.8476202 0 0.7359855|0.5886638|0.5009534|0.854902 0.854902 0.854902 1|1 1 1 1|0||
0.8450824 0 0.742447|0.6093636|0.4933693|0.9764706 0.9764706 0.9764706 1|1 1 1 1|0||
0.8674254 0 0.6133005|0.5623015|0.5268654|0.7176471 0.7176471 0.7176471 1|1 1 1 1|0||
0.7965395 0 0.6124145|0.5805279|0.5427244|0.9568627 0.9568627 0.9568627 1|1 1 1 1|0||
0.797938 0 0.6179408|0.5232765|0.5265815|0.9333333 0.9333333 0.9333333 1|1 1 1 1|0||
0.7931342 0 0.6436836|0.5116661|0.5301909|0.8196079 0.8196079 0.8196079 1|1 1 1 1|0||
0.7938926 0 0.6506369|0.608124|0.4784251|0.6392157 0.6392157 0.6392157 1|1 1 1 1|0||
0.7961184 0 0.6561567|0.5862392|0.4750308|0.7372549 0.7372549 0.7372549 1|1 1 1 1|0||
0.7997569 0 0.6646045|0.5351228|0.451377|0.7568628 0.7568628 0.7568628 1|1 1 1 1|0||
0.8014891 0 0.6746646|0.5818943|0.451009|0.8 0.8 0.8 1|1 1 1 1|0||
0.8028526 0 0.6813262|0.6077417|0.4831575|0.9960784 0.9960784 0.9960784 1|1 1 1 1|0||
0.7977403 0 0.6983645|0.5259211|0.5150838|0.6156863 0.6156863 0.6156863 1|1 1 1 1|0||
0.7962868 0 0.7065484|0.5057138|0.4628766|0.6941177 0.6941177 0.6941177 1|1 1 1 1|0||
0.7959613 0 0.7172034|0.5919963|0.4808589|0.6784314 0.6784314 0.6784314 1|1 1 1 1|0||
0.7944232 0 0.7250646|0.5549903|0.4819347|0.8980392 0.8980392 0.8980392 1|1 1 1 1|0||
0.7936937 0 0.7331041|0.5978126|0.5155574|0.7372549 0.7372549 0.7372549 1|1 1 1 1|0||
0.7947956 0 0.7405953|0.5062304|0.4800984|0.9921569 0.9921569 0.9921569 1|1 1 1 1|0||
0.7975605 0 0.7475948|0.5724035|0.4862705|0.8352941 0.8352941 0.8352941 1|1 1 1 1|0||
0.7968361 0 0.7564615|0.5819317|0.4896454|0.9921569 0.9921569 0.9921569 1|1 1 1 1|0||
0.7857607 0 0.7599951|0.5584068|0.539374|0.6980392 0.6980392 0.6980392 1|1 1 1 1|0||
0.7783507 0 0.7602494|0.5915092|0.469075|0.6901961 0.6901961 0.6901961 1|1 1 1 1|0||
0.7628355 0 0.7602645|0.5267456|0.4885569|0.854902 0.854902 0.854902 1|1 1 1 1|0||
0.7618728 0 0.7453517|0.5088379|0.4621358|0.6509804 0.6509804 0.6509804 1|1 1 1 1|0||
0.7681594 0 0.7287344|0.5938691|0.4710675|0.772549 0.772549 0.772549 1|1 1 1 1|0||
0.7704987 0 0.7181234|0.5499277|0.4772319|0.9058824 0.9058824 0.9058824 1|1 1 1 1|0||
0.7694781 0 0.7091055|0.5507517|0.4648946|0.8156863 0.8156863 0.8156863 1|1 1 1 1|0||
0.7656451 0 0.6918333|0.5261151|0.509001|0.9333333 0.9333333 0.9333333 1|1 1 1 1|0||
0.7656252 0 0.6798997|0.5864154|0.5158947|0.9019608 0.9019608 0.9019608 1|1 1 1 1|0||
0.7676365 0 0.6550495|0.5823468|0.4708619|0.9019608 0.9019608 0.9019608 1|1 1 1 1|0||
0.7715192 0 0.6322333|0.5794063|0.4524485|0.9882353 0.9882353 0.9882353 1|1 1 1 1|0||
0.7768488 0 0.608937|0.5954013|0.5285794|0.7058824 0.7058824 0.7058824 1|1 1 1 1|0||
0.7764984 0 0.6030666|0.5403312|0.4841268|0.9960784 0.9960784 0.9960784 1|1 1 1 1|0||
0.8628429 0 0.7534349|0.506509|0.4749865|0.8078431 0.8078431 0.8078431 1|1 1 1 1|0||
0.8702045 0 0.8933526|0.5132439|0.4606895|0.8392157 0.8392157 0.8392157 1|1 1 1 1|0||
0.8407331 0 0.8978665|0.5680467|0.5005978|0.8784314 0.8784314 0.8784314 1|1 1 1 1|0||
0.8293089 0 0.9066224|0.5373138|0.5108395|0.7058824 0.7058824 0.7058824 1|1 1 1 1|0||
0.858452 0 0.9045073|0.507506|0.510875|0.6392157 0.6392157 0.6392157 1|1 1 1 1|0||
0.8708848 0 0.9039739|0.5857414|0.4756996|0.7647059 0.7647059 0.7647059 1|1 1 1 1|0||
0.1538525 0 0.2877092|0.6054301|0.5348405|0.7333333 0.7333333 0.7333333 1|1 1 1 1|1||
0.1552258 0 0.2905396|0.6066051|0.544783|0.9843137 0.9843137 0.9843137 1|1 1 1 1|1||
0.1579593 0 0.2815574|0.5406824|0.5464771|0.6901961 0.6901961 0.6901961 1|1 1 1 1|1||
0.150784 0 0.2924468|0.532276|0.4788778|0.8941177 0.8941177 0.8941177 1|1 1 1 1|1||
0.157277 0 0.287105|0.6159047|0.5489691|0.9019608 0.9019608 0.9019608 1|1 1 1 1|1||
0.1506091 0 0.2837094|0.5404963|0.4943357|0.6 0.6 0.6 1|1 1 1 1|1||
0.1542204 0 0.2951469|0.579907|0.45002|0.7960784 0.7960784 0.7960784 1|1 1 1 1|1||
0.1505082 0 0.2853078|0.575501|0.5344194|0.854902 0.854902 0.854902 1|1 1 1 1|1||
0.1530302 0 0.2896626|0.570096|0.5049846|0.9607843 0.9607843 0.9607843 1|1 1 1 1|1||
0.1476651 0 0.2898842|0.5665357|0.5422693|0.7882353 0.7882353 0.7882353 1|1 1 1 1|1||
0.1428725 0 0.2843982|0.5236173|0.4762141|0.8470588 0.8470588 0.8470588 1|1 1 1 1|1||
0.1632576 0 0.2851422|0.6022878|0.5310462|0.9803922 0.9803922 0.9803922 1|1 1 1 1|1||
0.1527624 0 0.2811112|0.5342615|0.5021743|0.8509804 0.8509804 0.8509804 1|1 1 1 1|1||
0.1458591 0 0.2874095|0.6146084|0.4837779|0.7176471 0.7176471 0.7176471 1|1 1 1 1|1||
0.1525891 0 0.2939909|0.6034864|0.5478329|0.6039216 0.6039216 0.6039216 1|1 1 1 1|1||
0.1537688 0 0.2862782|0.5676564|0.5402325|0.6627451 0.6627451 0.6627451 1|1 1 1 1|1||
0.1590867 0 0.2856666|0.5927576|0.5045227|0.7294118 0.7294118 0.7294118 1|1 1 1 1|1||
0.1472623 0 0.2822926|0.6005675|0.5210711|0.9019608 0.9019608 0.9019608 1|1 1 1 1|1||
0.1486806 0 0.2937355|0.6055925|0.5298713|0.6666667 0.6666667 0.6666667 1|1 1 1 1|1||
0.1471825 0 0.2910438|0.577966|0.4661397|0.9843137 0.9843137 0.9843137 1|1 1 1 1|1||
0.1629754 0 0.2869546|0.5418456|0.4780875|0.6705883 0.6705883 0.6705883 1|1 1 1 1|1||
0.14471 0 0.291143|0.5584853|0.5236964|0.9490196 0.9490196 0.9490196 1|1 1 1 1|1||
0.160975 0 0.2849296|0.6019996|0.499878|0.9686275 0.9686275 0.9686275 1|1 1 1 1|1||
0.1417286 0 0.2894239|0.5453785|0.5169759|0.8078431 0.8078431 0.8078431 1|1 1 1 1|1||
0.1511886 0 0.2910725|0.5312127|0.5472906|0.7254902 0.7254902 0.7254902 1|1 1 1 1|1||
0.1578918 0 0.2904556|0.5411574|0.5227313|0.6588235 0.6588235 0.6588235 1|1 1 1 1|1||
0.1484351 0 0.2813201|0.5879335|0.4623911|0.7960784 0.7960784 0.7960784 1|1 1 1 1|1||
0.1468057 0 0.2886588|0.5443943|0.466008|0.7098039 0.7098039 0.7098039 1|1 1 1 1|1||
0.1477786 0 0.28591|0.5438647|0.4516125|0.7137255 0.7137255 0.7137255 1|1 1 1 1|1||
0.1536384 0 0.2836587|0.5337066|0.519044|0.9372549 0.9372549 0.9372549 1|1 1 1 1|1||
0.156069 0 0.2932614|0.5690849|0.5444218|0.6627451 0.6627451 0.6627451 1|1 1 1 1|1||
0.1563646 0 0.294907|0.5169932|0.4959619|0.7372549 0.7372549 0.7372549 1|1 1 1 1|1||
0.1644299 0 0.2922185|0.5290255|0.4662143|0.6117647 0.6117647 0.6117647 1|1 1 1 1|1||
0.14824 0 0.3343048|0.5287421|0.4535794|0.6509804 0.6509804 0.6509804 1|1 1 1 1|4||
0.1490222 0 0.3180524|0.5848044|0.4749929|0.8862745 0.8862745 0.8862745 1|1 1 1 1|4||
0.1485685 0 0.3047314|0.5199776|0.4774014|0.7176471 0.7176471 0.7176471 1|1 1 1 1|4||
0.1475686 0 0.2928493|0.5729427|0.4821659|0.945098 0.945098 0.945098 1|1 1 1 1|4||
0.1465843 0 0.2796662|0.532081|0.4679085|0.827451 0.827451 0.827451 1|1 1 1 1|4||
0.1507591 0 0.2649821|0.5820272|0.4775077|0.6666667 0.6666667 0.6666667 1|1 1 1 1|4||
0.149786 0 0.2442559|0.5520553|0.5134245|0.6588235 0.6588235 0.6588235 1|1 1 1 1|4||
0.146319 0 0.2297021|0.5977799|0.4643456|0.8705882 0.8705882 0.8705882 1|1 1 1 1|4||
0.1475254 0 0.2069699|0.542551|0.4681464|0.7058824 0.7058824 0.7058824 1|1 1 1 1|4||
0.1510333 0 0.1852528|0.5950813|0.4535492|0.7647059 0.7647059 0.7647059 1|1 1 1 1|4||
0.153299 0 0.1594707|0.5885881|0.4983595|0.7686275 0.7686275 0.7686275 1|1 1 1 1|4||
0.1504006 0 0.1317057|0.5713534|0.4656596|0.8196079 0.8196079 0.8196079 1|1 1 1 1|4||
0.1531287 0 0.107143|0.5640967|0.4644667|0.8862745 0.8862745 0.8862745 1|1 1 1 1|4||
0.7688475 0 0.7481572|1.055566|0.4854068|0.9490196 0.9490196 0.9490196 1|1 1 1 1|0||
0.574078 0 0.6160921|0.5388998|0.5155824|0.6470588 0.6470588 0.6470588 1|1 1 1 1|3||
0.5733018 0 0.6338459|0.4599237|0.4835995|0.9254902 0.9254902 0.9254902 1|1 1 1 1|3||
0.5742485 0 0.6528475|0.4680841|0.508822|0.8196079 0.8196079 0.8196079 1|1 1 1 1|3||
0.5756106 0 0.6683269|0.4606017|0.510151|0.7607843 0.7607843 0.7607843 1|1 1 1 1|3||
0.574385 0 0.6831859|0.5079333|0.4799096|0.6666667 0.6666667 0.6666667 1|1 1 1 1|3||
0.5754033 0 0.698833|0.5099302|0.482883|0.6156863 0.6156863 0.6156863 1|1 1 1 1|3||
0.5761235 0 0.7116678|0.4900165|0.5187689|0.8745098 0.8745098 0.8745098 1|1 1 1 1|3||
0.574845 0 0.7219879|0.5422844|0.5272999|0.6078432 0.6078432 0.6078432 1|1 1 1 1|3||
0.5774013 0 0.7342798|0.5459377|0.5270422|0.8980392 0.8980392 0.8980392 1|1 1 1 1|3||
0.5765432 0 0.744216|0.4644656|0.5114125|0.654902 0.654902 0.654902 1|1 1 1 1|3||
0.6259947 0 0.6019569|0.5227758|0.4928122|0.772549 0.772549 0.772549 1|1 1 1 1|3||
0.623323 0 0.624858|0.4884555|0.5181386|0.8823529 0.8823529 0.8823529 1|1 1 1 1|3||
0.6251699 0 0.6383474|0.4620246|0.5242458|0.6392157 0.6392157 0.6392157 1|1 1 1 1|3||
0.6252313 0 0.6531392|0.4647005|0.4897039|0.6235294 0.6235294 0.6235294 1|1 1 1 1|3||
0.6267759 0 0.6669254|0.5316716|0.5139215|0.6901961 0.6901961 0.6901961 1|1 1 1 1|3||
0.6260354 0 0.6811678|0.4521607|0.4982415|0.6117647 0.6117647 0.6117647 1|1 1 1 1|3||
0.6240997 0 0.69305|0.4507389|0.4896009|0.6156863 0.6156863 0.6156863 1|1 1 1 1|3||
0.6254336 0 0.7024505|0.4624019|0.481851|0.8117647 0.8117647 0.8117647 1|1 1 1 1|3||
0.6260614 0 0.7132932|0.5183674|0.4863749|0.9921569 0.9921569 0.9921569 1|1 1 1 1|3||
0.6266079 0 0.7244844|0.5396153|0.4846712|0.8196079 0.8196079 0.8196079 1|1 1 1 1|3||
0.6265908 0 0.7310143|0.4958292|0.4869708|0.9490196 0.9490196 0.9490196 1|1 1 1 1|3||
0.6265591 0 0.7386736|0.5418947|0.5029938|0.7450981 0.7450981 0.7450981 1|1 1 1 1|3||
0.626542 0 0.7458677|0.5146332|0.5074572|0.9215686 0.9215686 0.9215686 1|1 1 1 1|3||
0.7847838 0 0.1781462|0.4819415|0.5239526|0.7490196 0.7490196 0.7490196 1|1 1 1 1|0||
0.7845827 0 0.1964107|0.4747266|0.4525472|0.7450981 0.7450981 0.7450981 1|1 1 1 1|0||
0.7857603 0 0.2292233|0.4843652|0.5330023|0.6784314 0.6784314 0.6784314 1|1 1 1 1|0||
0.7856065 0 0.2453159|0.4847461|0.547679|0.7294118 0.7294118 0.7294118 1|1 1 1 1|0||
0.7860679 0 0.2572669|0.4507527|0.5497645|0.9176471 0.9176471 0.9176471 1|1 1 1 1|0||
0.7856562 0 0.204184|0.5076576|0.5138785|0.8431373 0.8431373 0.8431373 1|1 1 1 1|0||
0.7720559 0 0.2537754|0.5217046|0.5197844|0.6470588 0.6470588 0.6470588 1|1 1 1 1|0||
0.7837933 0 0.2392414|0.4781276|0.5237587|0.7137255 0.7137255 0.7137255 1|1 1 1 1|0||
0.779857 0 0.2189123|0.4842662|0.4545084|0.6156863 0.6156863 0.6156863 1|1 1 1 1|0||
0.7723647 0 0.2021692|0.5223544|0.5090219|0.9568627 0.9568627 0.9568627 1|1 1 1 1|0||
0.7776666 0 0.1770565|0.5479788|0.4701022|0.9803922 0.9803922 0.9803922 1|1 1 1 1|0||
0.7532758 0 0.1756182|0.4763882|0.45064|0.7529412 0.7529412 0.7529412 1|1 1 1 1|0||
0.7536107 0 0.2535485|0.5032007|0.5369476|0.772549 0.772549 0.772549 1|1 1 1 1|0||
0.724031 0 0.2549762|0.5147672|0.5132906|0.8705882 0.8705882 0.8705882 1|1 1 1 1|0||
0.698655 0 0.2570647|0.4813266|0.5255629|0.8745098 0.8745098 0.8745098 1|1 1 1 1|0||
0.6801418 0 0.2564592|0.5346797|0.4711083|0.7294118 0.7294118 0.7294118 1|1 1 1 1|0||
0.6612071 0 0.2583791|0.452311|0.4537861|0.9372549 0.9372549 0.9372549 1|1 1 1 1|0||
0.7394956 0 0.2497253|0.5272474|0.4839349|0.6588235 0.6588235 0.6588235 1|1 1 1 1|0||
0.7104783 0 0.2510311|0.4644238|0.4925662|0.7411765 0.7411765 0.7411765 1|1 1 1 1|0||
0.6968911 0 0.2514968|0.5447872|0.4939922|0.7490196 0.7490196 0.7490196 1|1 1 1 1|0||
0.6854503 0 0.25219|0.5482169|0.4757296|0.6117647 0.6117647 0.6117647 1|1 1 1 1|0||
0.6733258 0 0.2529215|0.4559456|0.5361756|0.8588235 0.8588235 0.8588235 1|1 1 1 1|0||
0.6682709 0 0.253283|0.5332384|0.5449644|0.854902 0.854902 0.854902 1|1 1 1 1|0||
0.6337429 0 0.2544911|0.5092793|0.4963574|0.6313726 0.6313726 0.6313726 1|1 1 1 1|0||

